"Gene","GENENAME","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"SERPINA1","serpin family A member 1",1.757474808,1.290390599,0.811598292,-0.467084209,-0.945876515,-0.478792307,"p3"
"SEZ6L2","seizure related 6 homolog like 2",1.442467897,1.529268381,2.20225586,0.086800484,0.759787963,0.672987479,"p3"
"SFN","stratifin",2.278583976,2.026932291,2.697624061,-0.251651685,0.419040085,0.67069177,"p3"
"SFTPB","surfactant protein B",1.155273563,0.876466742,-0.047804686,-0.278806821,-1.203078249,-0.924271428,"p3"
"SGPP2","sphingosine-1-phosphate phosphatase 2",2.424916889,2.302334241,2.68084116,-0.122582648,0.25592427,0.378506919,"p3"
"SIRPG","signal regulatory protein gamma",1.031348101,1.100290098,1.296950785,0.068941997,0.265602684,0.196660687,"p3"
"SIX4","SIX homeobox 4",1.765160795,1.731106475,2.630094158,-0.03405432,0.864933363,0.898987683,"p3"
"SLC15A1","solute carrier family 15 member 1",1.980534736,1.948397421,2.771871019,-0.032137315,0.791336283,0.823473597,"p3"
"SLC16A10","solute carrier family 16 member 10",1.67258509,1.276252443,0.835570113,-0.396332647,-0.837014977,-0.44068233,"p3"
"SLC16A7","solute carrier family 16 member 7",1.474864763,1.78485698,1.452535722,0.309992217,-0.022329041,-0.332321258,"p3"
"SLC1A7","solute carrier family 1 member 7",1.091093502,1.12765788,1.957308359,0.036564378,0.866214857,0.829650479,"p3"
"SLC22A3","solute carrier family 22 member 3",1.479848604,1.299953267,0.904475996,-0.179895337,-0.575372608,-0.395477271,"p3"
"SLC22A31","solute carrier family 22 member 31",1.667576082,1.496441255,1.128870288,-0.171134827,-0.538705794,-0.367570967,"p3"
"SLC25A48","solute carrier family 25 member 48",4.097800622,3.87358192,4.701762739,-0.224218702,0.603962117,0.82818082,"p3"
"SLC26A8","solute carrier family 26 member 8",1.098353248,1.308832522,1.248630881,0.210479274,0.150277632,-0.060201641,"p3"
"SLC29A2","solute carrier family 29 member 2",1.006313404,0.786740922,0.842944677,-0.219572483,-0.163368727,0.056203755,"p3"
"SLC34A2","solute carrier family 34 member 2",1.277188675,1.143663054,0.682649424,-0.133525621,-0.594539251,-0.46101363,"p3"
"SLC44A4","solute carrier family 44 member 4",1.144399474,1.411814151,1.709435625,0.267414678,0.565036152,0.297621474,"p3"
"SLC47A1","solute carrier family 47 member 1",1.076018973,1.021074159,0.454550205,-0.054944814,-0.621468768,-0.566523954,"p3"
"SLC52A1","solute carrier family 52 member 1",1.412696097,1.589957895,1.710130273,0.177261799,0.297434177,0.120172378,"p3"
"SLC7A5","solute carrier family 7 member 5",1.079988271,0.686707031,1.343114255,-0.39328124,0.263125984,0.656407224,"p3"
"SLCO5A1","solute carrier organic anion transporter family member 5A1",1.609304461,1.458427674,2.404034036,-0.150876787,0.794729575,0.945606362,"p3"
"SMIM22","small integral membrane protein 22",1.224757485,1.576967711,2.308603502,0.352210226,1.083846017,0.731635791,"p3"
"SMPDL3B","sphingomyelin phosphodiesterase acid like 3B",1.952635882,1.878450735,2.162513441,-0.074185147,0.209877559,0.284062706,"p3"
"SPINK2","serine peptidase inhibitor, Kazal type 2",1.027569112,1.40847111,2.258932578,0.380901998,1.231363466,0.850461468,"p3"
"SPINK5","serine peptidase inhibitor, Kazal type 5",2.089829898,1.443345975,1.352769819,-0.646483923,-0.737060079,-0.090576156,"p3"
"SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites",1.390706373,1.837627933,2.679909154,0.44692156,1.289202781,0.842281221,"p3"
"SSR4","signal sequence receptor subunit 4",1.079249948,0.818380219,1.152436247,-0.260869729,0.073186299,0.334056028,"p3"
"ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",1.952769892,2.439225973,2.451031541,0.486456081,0.498261649,0.011805568,"p3"
"STEAP3","STEAP3 metalloreductase",1.723984107,1.683007973,1.737446465,-0.040976134,0.013462358,0.054438492,"p3"
"STEAP4","STEAP4 metalloreductase",2.600624212,1.73546064,1.509337575,-0.865163572,-1.091286637,-0.226123065,"p3"
"STK32A","serine/threonine kinase 32A",2.299848085,2.064494413,2.413918953,-0.235353673,0.114070868,0.34942454,"p3"
"STMN2","stathmin 2",1.64228719,2.549137533,1.733135767,0.906850342,0.090848577,-0.816001766,"p3"
"SULT1C2","sulfotransferase family 1C member 2",2.049730954,1.391641032,1.587905141,-0.658089922,-0.461825814,0.196264108,"p3"
"SUSD3","sushi domain containing 3",1.276298974,0.97588897,0.661709109,-0.300410004,-0.614589865,-0.314179861,"p3"
"SUSD4","sushi domain containing 4",1.481155893,1.388347418,2.088210958,-0.092808475,0.607055065,0.69986354,"p3"
"SYCE3","synaptonemal complex central element protein 3",2.744190919,2.278967663,2.940394698,-0.465223256,0.196203779,0.661427036,"p3"
"SYT16","synaptotagmin 16",3.642587886,4.068709632,4.528348051,0.426121745,0.885760165,0.45963842,"p3"
"SYT7","synaptotagmin 7",1.532809228,0.782899493,1.611401431,-0.749909734,0.078592204,0.828501938,"p3"
"TEKT5","tektin 5",1.082061767,1.742809574,1.976977734,0.660747807,0.894915967,0.23416816,"p3"
"TESC","tescalcin",1.196847931,1.413342189,1.732933649,0.216494258,0.536085718,0.31959146,"p3"
"TFAP2C","transcription factor AP-2 gamma",1.289635404,0.980251196,1.727477005,-0.309384208,0.437841601,0.747225809,"p3"
"TFCP2L1","transcription factor CP2 like 1",1.364545925,1.072442483,0.881609818,-0.292103443,-0.482936107,-0.190832665,"p3"
"THSD7B","thrombospondin type 1 domain containing 7B",1.0274414,1.625731954,0.677539846,0.598290554,-0.349901554,-0.948192108,"p3"
"TLR10","toll like receptor 10",1.890906088,1.981783208,1.920511358,0.09087712,0.02960527,-0.06127185,"p3"
"TLR2","toll like receptor 2",1.186807187,1.065391379,0.922905742,-0.121415808,-0.263901445,-0.142485637,"p3"
"TMC4","transmembrane channel like 4",1.052849763,0.998257523,1.123827413,-0.054592241,0.07097765,0.125569891,"p3"
"TMC5","transmembrane channel like 5",1.377867833,1.313356627,1.573325966,-0.064511206,0.195458133,0.259969339,"p3"
"TMED3","transmembrane p24 trafficking protein 3",1.130397976,0.894210187,1.095781606,-0.236187789,-0.03461637,0.201571419,"p3"
"TMEM105","TMEM105 long non-coding RNA",1.47381081,2.304483965,2.761878397,0.830673155,1.288067588,0.457394433,"p3"
"TMEM132E","transmembrane protein 132E",1.163162217,1.59372464,1.286570488,0.430562423,0.123408271,-0.307154152,"p3"
"TMEM155","transmembrane protein 155",1.50317581,1.302192479,1.757485666,-0.200983331,0.254309856,0.455293187,"p3"
"TMEM156","transmembrane protein 156",1.178587106,1.034955327,1.38602109,-0.143631779,0.207433984,0.351065764,"p3"
"TMEM163","transmembrane protein 163",1.169927019,0.758812749,0.673176665,-0.411114271,-0.496750355,-0.085636084,"p3"
"TMEM184A","transmembrane protein 184A",1.406773735,1.64589748,2.028467571,0.239123744,0.621693835,0.382570091,"p3"
"TMEM213","transmembrane protein 213",2.009796022,1.736041249,1.765749161,-0.273754772,-0.244046861,0.029707911,"p3"
"TMEM217","transmembrane protein 217",1.144959971,0.665676372,0.752548773,-0.479283598,-0.392411197,0.086872401,"p3"
"TMEM45B","transmembrane protein 45B",1.58954372,1.240467756,1.927392306,-0.349075964,0.337848586,0.68692455,"p3"
"TMEM59L","transmembrane protein 59 like",2.944484883,3.508194834,3.116714015,0.563709951,0.172229132,-0.39148082,"p3"
"TMEM92","transmembrane protein 92",1.27876359,1.470892806,1.896110102,0.192129216,0.617346512,0.425217296,"p3"
"TMEM97","transmembrane protein 97",1.054430958,0.975346645,0.909117502,-0.079084313,-0.145313456,-0.066229143,"p3"
"TMPRSS13","transmembrane serine protease 13",1.034326437,0.99097138,1.507171874,-0.043355057,0.472845437,0.516200494,"p3"
"TMPRSS2","transmembrane serine protease 2",1.471594837,1.286441603,0.782939711,-0.185153234,-0.688655125,-0.503501891,"p3"
"TMPRSS3","transmembrane serine protease 3",1.436293415,1.007569737,1.125886042,-0.428723678,-0.310407373,0.118316305,"p3"
"TMPRSS6","transmembrane serine protease 6",1.983418968,1.272973522,1.689265539,-0.710445446,-0.294153429,0.416292017,"p3"
"TNC","tenascin C",1.095306627,1.299200566,2.004525343,0.203893938,0.909218716,0.705324777,"p3"
"TNFRSF10C","TNF receptor superfamily member 10c",1.232552892,0.889771789,0.331357426,-0.342781104,-0.901195466,-0.558414363,"p3"
"TNFRSF12A","TNF receptor superfamily member 12A",1.120697985,1.119908007,1.594047212,-0.000789978,0.473349227,0.474139205,"p3"
"TNFRSF13B","TNF receptor superfamily member 13B",1.731451578,1.548803198,0.9034917,-0.182648379,-0.827959878,-0.645311498,"p3"
"TNFRSF17","TNF receptor superfamily member 17",1.114154893,0.724907581,1.11900022,-0.389247311,0.004845328,0.394092639,"p3"
"TNFRSF9","TNF receptor superfamily member 9",1.411950297,1.197173064,2.159176094,-0.214777233,0.747225796,0.96200303,"p3"
"TNFSF15","TNF superfamily member 15",1.420590731,1.651378207,1.703322248,0.230787476,0.282731518,0.051944041,"p3"
"TNIP3","TNFAIP3 interacting protein 3",2.38818342,1.398419128,1.276530944,-0.989764292,-1.111652476,-0.121888184,"p3"
"TOX3","TOX high mobility group box family member 3",2.602754068,2.638489751,3.327913356,0.035735683,0.725159288,0.689423605,"p3"
"TP63","tumor protein p63",1.880125355,2.388899694,1.715792952,0.508774339,-0.164332404,-0.673106743,"p3"
"TRAF4","TNF receptor associated factor 4",1.00155196,1.062837612,1.221475337,0.061285652,0.219923377,0.158637725,"p3"
"TRIM2","tripartite motif containing 2",1.316634762,1.474481009,1.63773063,0.157846246,0.321095867,0.163249621,"p3"
"TRPV4","transient receptor potential cation channel subfamily V member 4",1.467327795,1.457851349,1.400150717,-0.009476447,-0.067177079,-0.057700632,"p3"
"TTC39A","tetratricopeptide repeat domain 39A",1.268551166,0.987811614,0.989265604,-0.280739552,-0.279285562,0.00145399,"p3"
"TTC6","tetratricopeptide repeat domain 6",1.192976623,1.084644276,1.343200026,-0.108332347,0.150223403,0.258555751,"p3"
"TTLL2","tubulin tyrosine ligase like 2",1.795737016,1.985585926,2.190257498,0.18984891,0.394520482,0.204671572,"p3"
"TXNDC17","thioredoxin domain containing 17",1.037830542,0.706974449,1.492041075,-0.330856092,0.454210533,0.785066625,"p3"
"UNC5CL","unc-5 family C-terminal like",1.613804354,1.820516992,2.678951212,0.206712638,1.065146858,0.85843422,"p3"
"VMP1","vacuole membrane protein 1",1.27009112,1.123443544,1.771394126,-0.146647576,0.501303006,0.647950582,"p3"
"WFDC2","WAP four-disulfide core domain 2",2.630368326,2.438172231,2.910249061,-0.192196095,0.279880735,0.47207683,"p3"
"WNT10A","Wnt family member 10A",1.040154914,1.089449597,1.300172311,0.049294683,0.260017397,0.210722714,"p3"
"WNT3","Wnt family member 3",1.034683621,1.006612555,1.45969986,-0.028071067,0.425016238,0.453087305,"p3"
"XBP1","X-box binding protein 1",1.164634127,0.624651685,0.917439765,-0.539982442,-0.247194362,0.29278808,"p3"
"XDH","xanthine dehydrogenase",3.309028705,3.583169166,3.809649169,0.274140462,0.500620464,0.226480002,"p3"
"XKR9","XK related 9",1.443778354,2.312315433,2.903765044,0.868537078,1.459986689,0.591449611,"p3"
"ZDHHC9","zinc finger DHHC-type containing 9",1.40380826,1.25819182,1.726418168,-0.14561644,0.322609907,0.468226347,"p3"
"ZNF165","zinc finger protein 165",1.061679353,0.895362354,1.105638991,-0.166316999,0.043959638,0.210276637,"p3"
"ZNF486","zinc finger protein 486",1.559996164,1.405960581,1.668717649,-0.154035583,0.108721485,0.262757068,"p3"
"ZNF682","zinc finger protein 682",1.244038824,1.05147518,0.637890545,-0.192563644,-0.606148279,-0.413584635,"p3"
"ZNF774","zinc finger protein 774",1.065961032,1.006943496,0.912749658,-0.059017536,-0.153211375,-0.094193839,"p3"
"ZNF90","zinc finger protein 90",1.430987731,1.399280458,1.231500315,-0.031707273,-0.199487416,-0.167780143,"p3"
"ZSCAN4","zinc finger and SCAN domain containing 4",2.99100057,2.707026056,3.214119457,-0.283974515,0.223118886,0.507093401,"p3"
"ABCA12","ATP binding cassette subfamily A member 12",0.704462954,2.443393882,4.85641037,1.738930928,4.151947416,2.413016488,"p4"
"ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16",-0.028028513,1.148713308,2.718742786,1.176741822,2.746771299,1.570029477,"p4"
"ALG1L","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like",0.696424241,1.777492425,3.3988903,1.081068184,2.702466059,1.621397875,"p4"
"CCDC160","coiled-coil domain containing 160",-0.575571992,0.503839697,1.959601995,1.079411689,2.535173986,1.455762298,"p4"
"CCL7","C-C motif chemokine ligand 7",-0.904123669,0.482899454,2.430726725,1.387023123,3.334850394,1.947827271,"p4"
"CEACAM5","carcinoembryonic antigen related cell adhesion molecule 5",0.896431878,2.749455996,4.450544915,1.853024117,3.554113037,1.701088919,"p4"
"CHST6","carbohydrate sulfotransferase 6",-0.902661046,0.267757101,1.861976481,1.170418146,2.764637526,1.59421938,"p4"
"CILP","cartilage intermediate layer protein",-0.862549176,0.213495352,2.501551366,1.076044529,3.364100543,2.288056014,"p4"
"COL11A1","collagen type XI alpha 1 chain",0.292827414,2.32715761,6.335477073,2.034330197,6.042649659,4.008319463,"p4"
"COL17A1","collagen type XVII alpha 1 chain",0.512466263,1.772272893,3.165638498,1.25980663,2.653172234,1.393365604,"p4"
"CSMD2","CUB and Sushi multiple domains 2",-0.422501149,0.78585093,2.194758514,1.208352079,2.617259663,1.408907584,"p4"
"CTHRC1","collagen triple helix repeat containing 1",0.374801909,1.557869034,3.261860643,1.183067125,2.887058734,1.703991608,"p4"
"DIO2","iodothyronine deiodinase 2",0.076297642,1.205285216,2.542409563,1.128987574,2.466111921,1.337124347,"p4"
"EFNA2","ephrin A2",-0.619178216,1.155466949,3.128864055,1.774645165,3.748042271,1.973397106,"p4"
"FNDC1","fibronectin type III domain containing 1",-0.535149811,0.483440852,1.964060344,1.018590662,2.499210155,1.480619493,"p4"
"FOXE1","forkhead box E1",-0.463221033,1.476197541,2.715162528,1.939418574,3.17838356,1.238964987,"p4"
"GCM1","glial cells missing transcription factor 1",0.858450241,2.370314126,4.104795926,1.511863886,3.246345685,1.7344818,"p4"
"GPR87","G protein-coupled receptor 87",0.536264965,2.145203128,4.146495187,1.608938163,3.610230221,2.001292059,"p4"
"GREM1","gremlin 1, DAN family BMP antagonist",-0.481659783,1.645054143,4.428452749,2.126713926,4.910112533,2.783398606,"p4"
"GUCA1A","guanylate cyclase activator 1A",-0.800928653,0.297373421,1.762368396,1.098302074,2.563297049,1.464994975,"p4"
"HAVCR1","hepatitis A virus cellular receptor 1",-0.477126886,1.393620518,3.124746919,1.870747404,3.601873805,1.731126401,"p4"
"HHLA2","HERV-H LTR-associating 2",0.250414583,1.572705971,3.361332262,1.322291389,3.11091768,1.788626291,"p4"
"HORMAD1","HORMA domain containing 1",-0.384929794,1.202774327,2.917889757,1.587704121,3.30281955,1.715115429,"p4"
"HOXB13","homeobox B13",0.214704161,1.409218419,3.32722831,1.194514258,3.112524149,1.918009892,"p4"
"HOXC11","homeobox C11",0.947248333,1.962474807,5.08127302,1.015226474,4.134024687,3.118798213,"p4"
"IGFL4","IGF like family member 4",-0.872719336,0.69985944,2.746054104,1.572578776,3.61877344,2.046194664,"p4"
"ITGA11","integrin subunit alpha 11",0.09549311,1.274844889,2.805031671,1.179351779,2.709538561,1.530186782,"p4"
"IVL","involucrin",0.425951159,1.70378667,4.668311997,1.277835511,4.242360838,2.964525327,"p4"
"KCNC2","potassium voltage-gated channel subfamily C member 2",0.528378972,3.311755031,4.475748637,2.783376059,3.947369665,1.163993606,"p4"
"KCNQ5","potassium voltage-gated channel subfamily Q member 5",-0.334700665,0.681630466,1.784668561,1.016331131,2.119369226,1.103038095,"p4"
"KRT80","keratin 80",0.014617246,1.414816414,2.675948157,1.400199168,2.661330911,1.261131743,"p4"
"LHFPL5","LHFPL tetraspan subfamily member 5",0.440322796,1.835040311,5.752622189,1.394717515,5.312299394,3.917581879,"p4"
"LRRC15","leucine rich repeat containing 15",0.032553963,1.182537888,3.434402622,1.149983926,3.40184866,2.251864734,"p4"
"MCIDAS","multiciliate differentiation and DNA synthesis associated cell cycle protein",0.326090004,1.344468533,2.542512387,1.018378529,2.216422383,1.198043854,"p4"
"MMP10","matrix metallopeptidase 10",0.589229111,1.601097106,2.670720069,1.011867995,2.081490958,1.069622962,"p4"
"MMP11","matrix metallopeptidase 11",-0.347753851,1.796514087,4.929434554,2.144267938,5.277188406,3.132920468,"p4"
"NAT16","N-acetyltransferase 16 (putative)",-0.197446064,1.63609279,2.944847818,1.833538854,3.142293882,1.308755029,"p4"
"NGB","neuroglobin",-0.941106311,3.369681226,6.317890528,4.310787537,7.258996839,2.948209302,"p4"
"NT5C1A","5'-nucleotidase, cytosolic IA",0.959382811,2.326779824,3.943126457,1.367397014,2.983743647,1.616346633,"p4"
"OR13H1","olfactory receptor family 13 subfamily H member 1",0.367524961,4.605684699,7.063627374,4.238159737,6.696102413,2.457942676,"p4"
"OR2B2","olfactory receptor family 2 subfamily B member 2",-0.41241203,0.602642316,2.409040261,1.015054346,2.821452291,1.806397945,"p4"
"PGLYRP3","peptidoglycan recognition protein 3",-0.063963059,2.001131969,5.34136523,2.065095028,5.405328288,3.34023326,"p4"
"PLA2G2C","phospholipase A2 group IIC",-0.608362933,0.719833217,2.155569708,1.32819615,2.763932642,1.435736492,"p4"
"POF1B","POF1B actin binding protein",-0.801430431,0.496421104,1.598988344,1.297851535,2.400418774,1.10256724,"p4"
"PPP1R14D","protein phosphatase 1 regulatory inhibitor subunit 14D",0.738564774,2.232751949,4.620509812,1.494187175,3.881945038,2.387757864,"p4"
"RHBG","Rh family B glycoprotein (gene/pseudogene)",0.761911951,1.782376054,3.096850912,1.020464103,2.33493896,1.314474858,"p4"
"SMC1B","structural maintenance of chromosomes 1B",-0.175372833,1.140489262,2.948290828,1.315862094,3.123663661,1.807801567,"p4"
"SPERT","spermatid associated",0.2644426,1.889445461,3.571706404,1.625002861,3.307263804,1.682260943,"p4"
"SYNPR","synaptoporin",0.316281532,1.368842206,2.754520917,1.052560674,2.438239385,1.385678711,"p4"
"SYT12","synaptotagmin 12",0.742307538,2.621759331,4.94408633,1.879451793,4.201778792,2.322326999,"p4"
"TDRD5","tudor domain containing 5",0.324710536,1.631549294,2.853894735,1.306838759,2.5291842,1.222345441,"p4"
"TMPRSS11E","transmembrane serine protease 11E",-0.048664628,1.814081212,5.164150782,1.86274584,5.212815409,3.350069569,"p4"
"ZG16B","zymogen granule protein 16B",-0.494522283,0.656396648,1.781318323,1.150918931,2.275840606,1.124921675,"p4"
"ZPLD1","zona pellucida like domain containing 1",0.246377062,2.366528093,4.72334708,2.120151031,4.476970018,2.356818987,"p4"
"AQP2","aquaporin 2",0.696874572,2.283742627,2.402078101,1.586868055,1.705203529,0.118335474,"p5"
"CFHR3","complement factor H related 3",-0.674945804,0.695449839,1.420532254,1.370395643,2.095478058,0.725082415,"p5"
"CLDN9","claudin 9",0.348252436,1.350707391,2.29340258,1.002454955,1.945150143,0.942695188,"p5"
